"id","text","score","imdbid"
"212","Legend may turn out to be legendary, but not in the way the filmmakers intended. As a flight of fancy, it has the balletic grace of the goony bird, crashing on takeoff and spending the next 90 minutes in a fluttering tizzy on the ground. [24 Apr 1986, p.D3]","10","89469"
"213","Gives us good reason to believe that January really is the month Hollywood studios use to bury their cheesiest mistakes.","10","218817"
"214","Wallows in its own muck.","10","134273"
"215","Kills whatever charm the first movie had by recycling its few serviceable parts.","10","145660"
"216","It's probably not the year's worst film, but it would be difficult to imagine three more interminable, snooze-inducing hours of film than you'll find watching this narcoleptic dinosaur.","10","119643"
"217","The Expendables is savage yet inert, and breathtakingly sleazy in its lack of imagination.","10","1320253"
"218","There is a line between gallows humor and tastelessness, but Very Bad Things apparently doesn't have a clue where that might be.","11","124198"
"219","Sloppy, confusing, and dull as a dented crucifix.","11","204313"
"220","What the kids at my screening seemed to like best was the wizard's cat, whose mouth is computer-manipulated to utter pithy asides.","11","472181"
"221","What is love? Haddaway asks in the omnipresent soundtrack song. Not this time-wasting bilge, that's for sure.","11","120770"
"222","Little more than a cluttered, noisy, and unsatisfying thrill ride to nowhere.","11","859163"
"223","Steer clear, Friends of Ol’ Marvel!","11","1502712"
"224","As Timeline so adequately proves, not every bestseller will render a good film.","11","300556"
"225","Koteas' overearnest performance almost makes The Haunting in Connecticut worth a look, but ultimately even the star of Cronenberg's ""Crash"" can't salvage what is essentially a substandard rip-off of ""The Amityville Horror.""","11","492044"
"226","Isn't for everyone, obviously; it might not be for anyone, come to think of it.","11","1300851"
"227","This fourth and, presumably, final entry into the ever-deteriorating Hellraiser series is by far the worst of the lot: a jumbled, unsatisfying, and ultimately boring glimpse into the past, present, and future of the notorious cenobite affectionately known as “Pinhead”.","11","116514"
"228","Insidious: Chapter 2 is perhaps an even more scattershot mess than its predecessor. Whannell's script is so rife with portentous backstory, third-act goofiness, and a denouement that practically screams ""Insidious 3: Same Old Shit,"" that the film as a whole is jarring, and not in a good way.","11","2226417"
"229","The film is a mess, going all over the graveyard but never finding the grave. It's the work of a fan with too much time (and money) on his hands, eagerly awaited but best forgotten.","11","251736"
"230","I'd use the term science fiction to describe Skyline but the movie decidedly lacks both science and fiction.","11","1564585"
"231","As film theorist Siegfried Kracauer once wrote, to paraphrase, art often blooms in the most hostile soil. No such luck here.","12","401729"
"232","A truly dreadful film, a lifeless, massive, lumbering exercise in failed comedy. Elaine May, the director, has mounted a multimillion-dollar expedition in search of a plot so thin that it hardly could support a five-minute TV sketch.","12","93278"
"233","Someday, The Bounty Hunter and last month’s “Cop Out” will be featured in a cable movie double bill as the two worst 1988 films of 2010.","12","1038919"
"234","In striving for a combination of grit and grandeur, Leterrier misses a chance to make the kind of camp classic that could have endured for generations. Instead, it's a muddled disappointment.","12","800320"
"235","I can't remember ever seeing such a spectacular implosion of a squad of all-stars as Rise of the Guardians. Well, not since Yankee Stadium in October.","12","1446192"
"236","Alone in the Dark will be the worst movie of 2005. The idea that anything could be worse is the only genuine scare the movie has to offer.","12","369226"
"237","If his direction is erratic, the script he wrote with Annie Mumolo (Bridesmaids) has gaps you could drive a truck through and dialogue filled with painfully obvious exposition of plot, motive and theme.","12","2446980"
"238","Hellbound: Hellraiser II is like some kind of avant-garde film strip in which there is no beginning, no middle, no end, but simply a series of gruesome images that can be watched in any order.","12","95294"
"239","Here's a science-fiction film that's an insult to the words ""science"" and ""fiction,"" and the hyphen in between them. You want to cut it up to clean under your fingernails.","12","1217613"
"240","Good Luck Chuck, a fungal little sex comedy, doesn't need a review. It needs a tube of ointment and a shot of penicillin.","12","452625"
"241","It stumbled onto an accomplishment truly awe-inspiring: It makes “Battleship” and “The Watch” look good.","12","2120120"
"242","Every movie's gotta have a gimmick, and Crank's is that it has an excellent shot at ending 2006 as the worst film of the year.","12","479884"
"243","There's a reason you've never seen the words ""Will Forte"" topping the billing of a major motion picture. After the throbbing flameball of unfunny that is MacGruber, you never will again.","12","1470023"
"244","It's a movie without a brain. Charlie's Angels is like the trailer for a video game movie, lacking only the video game, and the movie.","12","160127"
"245","To make a film this awful, you have to have enormous ambition and confidence, and dream big dreams.","12","266452"
"246","Racially offensive quips, flagrant sexism and Tourette syndrome gags all contribute to this witless, scare-free junk.","12","3829266"
"247","Toss this ugly-ass crap to the curb, along with the other multiplex garbage, and see a romance that gets it right. I'm talking ""(500) Days of Summer.""","12","1142988"
"248","This adventurously awful film is awful in many ways at once.","12","811080"
"249","Consequently, as star vehicles go, Ford Fairlane runs straight over the very guy it's meant to transport. Some will see that as the movie's greatest fault, others as its only virtue. Take your pick, and come out swinging. [13 Jul 1990, p.C1]","12","98987"
"250","License to Drive, directed by Greg Beeman and written by Montreal's Neil Tolkin, is not only stupid, a virtual requirement of summer teen exploitation movies, it's also nasty: it's been designed to turn its swooning target audience into a pajama party of neurotics. [08 July 1988]","12","95519"
